,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,room_changed
8054,Resort Hotel,1,293,2016,September,37,8,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,90.0,0,1,0
8055,Resort Hotel,1,244,2016,September,37,8,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,90.0,0,1,0
8056,Resort Hotel,0,363,2016,September,37,8,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,0,Transient,112.48,1,0,0
8057,Resort Hotel,1,360,2016,September,37,8,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,120.0,0,2,0
8058,Resort Hotel,1,241,2016,September,37,8,2,8,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,118.0,0,0,0
8059,Resort Hotel,0,358,2016,September,37,8,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Contract,53.85,0,1,0
8060,Resort Hotel,1,311,2016,September,37,8,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,Transient,85.11,0,0,0
8061,Resort Hotel,1,3,2016,September,37,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,100.0,0,0,0
8062,Resort Hotel,1,10,2016,September,37,9,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,191.0,0,0,0
8063,Resort Hotel,1,43,2016,September,37,9,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,159.0,0,0,0
8064,Resort Hotel,0,233,2016,September,37,9,0,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,315,0,Transient,0.0,0,0,1
8065,Resort Hotel,1,0,2016,September,37,9,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,0,0,Transient,0.0,0,0,1
8066,Resort Hotel,1,43,2016,September,37,9,0,2,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,150.0,0,0,0
8067,Resort Hotel,1,234,2016,September,37,9,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,0,Transient,58.32,0,1,0
8068,Resort Hotel,1,80,2016,September,37,9,2,3,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,196.0,0,0,0
8069,Resort Hotel,1,18,2016,September,37,9,2,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,Transient,179.0,0,0,0
8070,Resort Hotel,1,38,2016,September,37,9,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,145.67,0,2,0
8071,Resort Hotel,0,333,2016,September,37,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,0,Contract,51.85,0,0,0
8072,Resort Hotel,1,163,2016,September,37,9,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,0,Transient,98.0,0,0,0
8073,Resort Hotel,1,219,2016,September,37,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,115.0,0,1,0
8074,Resort Hotel,1,219,2016,September,37,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,115.0,0,1,0
8075,Resort Hotel,1,219,2016,September,37,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,115.0,0,1,0
8076,Resort Hotel,1,219,2016,September,37,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,115.0,0,1,0
8077,Resort Hotel,1,129,2016,September,37,10,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314,0,Transient,133.2,0,0,0
8078,Resort Hotel,1,228,2016,September,37,10,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,0,Transient,61.2,0,0,0
8079,Resort Hotel,1,57,2016,September,37,10,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,133.0,0,0,0
8080,Resort Hotel,1,57,2016,September,37,10,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,133.0,0,0,0
8081,Resort Hotel,0,311,2016,September,37,10,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143,0,Transient,73.95,0,0,0
8082,Resort Hotel,0,338,2016,September,37,10,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,0,Transient,75.95,0,2,0
8083,Resort Hotel,1,214,2016,September,37,10,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8,0,Transient,85.62,0,0,0
8084,Resort Hotel,1,118,2016,September,37,10,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,130.43,0,0,0
8085,Resort Hotel,0,305,2016,September,37,10,4,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,0,Transient,74.72,0,0,0
8086,Resort Hotel,1,247,2016,September,37,10,4,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143,0,Transient,90.1,0,0,0
8087,Resort Hotel,1,33,2016,September,38,11,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,143.1,0,0,0
8088,Resort Hotel,0,311,2016,September,38,11,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242,0,Transient,120.0,1,0,0
8089,Resort Hotel,1,125,2016,September,38,11,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,181.0,0,0,0
8090,Resort Hotel,1,88,2016,September,38,11,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,148.4,0,0,0
8091,Resort Hotel,1,75,2016,September,38,11,2,1,2,0.0,1,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,117.73,0,0,0
8092,Resort Hotel,1,75,2016,September,38,11,2,1,2,0.0,1,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,0,Transient,117.73,0,0,0
8093,Resort Hotel,1,17,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,171.0,0,2,0
8094,Resort Hotel,1,47,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,146.78,0,2,0
8095,Resort Hotel,1,75,2016,September,38,11,2,1,2,1.0,1,BB,BRA,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,240,0,Transient,190.67,0,0,0
8096,Resort Hotel,1,53,2016,September,38,11,2,2,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,159.75,0,1,0
8097,Resort Hotel,1,60,2016,September,38,11,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,127.75,0,1,0
8098,Resort Hotel,1,34,2016,September,38,11,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,Transient,129.0,0,2,1
8099,Resort Hotel,1,195,2016,September,38,11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,119.0,0,1,0
8100,Resort Hotel,1,111,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,129.0,0,0,0
8101,Resort Hotel,1,91,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,119.0,0,0,0
8102,Resort Hotel,1,19,2016,September,38,11,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,189.0,0,2,0
8103,Resort Hotel,1,69,2016,September,38,11,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,102.25,0,0,0
8104,Resort Hotel,1,55,2016,September,38,11,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient,114.9,0,0,0
8105,Resort Hotel,1,26,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,169.0,0,0,0
8106,Resort Hotel,1,47,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,158.78,0,2,0
8107,Resort Hotel,1,69,2016,September,38,11,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,Transient,119.65,0,0,0
8108,Resort Hotel,1,65,2016,September,38,11,2,3,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,195.0,0,0,0
8109,Resort Hotel,1,83,2016,September,38,11,2,4,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,194.0,0,2,0
8110,Resort Hotel,1,247,2016,September,38,11,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,143.33,0,0,0
8111,Resort Hotel,1,118,2016,September,38,11,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,129.0,0,0,0
8112,Resort Hotel,1,244,2016,September,38,11,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,88.71,0,0,0
8113,Resort Hotel,1,19,2016,September,38,12,1,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,240,0,Transient,246.0,0,1,0
8114,Resort Hotel,1,333,2016,September,38,12,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242,0,Transient,130.5,0,1,0
8115,Resort Hotel,1,332,2016,September,38,12,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,0,Transient,117.0,0,0,0
8116,Resort Hotel,1,24,2016,September,38,12,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,173.0,0,1,0
8117,Resort Hotel,1,69,2016,September,38,12,1,2,2,2.0,0,BB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,150.0,0,1,0
8118,Resort Hotel,1,174,2016,September,38,12,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,327,0,Transient,64.8,0,0,0
8119,Resort Hotel,1,296,2016,September,38,12,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,0,Transient,85.11,0,0,0
8120,Resort Hotel,1,175,2016,September,38,12,2,5,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,148.29,0,0,0
8121,Resort Hotel,1,271,2016,September,38,12,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,87.3,0,1,0
8122,Resort Hotel,0,422,2016,September,38,12,3,7,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,2,0,Contract,62.9,0,2,0
8123,Resort Hotel,1,272,2016,September,38,12,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,102.6,0,1,0
8124,Resort Hotel,0,390,2016,September,38,12,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Contract,53.85,0,0,0
8125,Resort Hotel,1,257,2016,September,38,12,1,4,2,1.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,143.0,0,1,0
8126,Resort Hotel,0,236,2016,September,38,12,2,5,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,315,0,Transient,76.5,0,0,0
8127,Resort Hotel,0,390,2016,September,38,12,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,0,Contract,53.85,0,0,0
8128,Resort Hotel,1,245,2016,September,38,12,5,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,101.4,0,0,0
8129,Resort Hotel,1,236,2016,September,38,12,5,10,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,137.67,0,1,0
8130,Resort Hotel,1,15,2016,September,38,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,129.0,0,1,0
8131,Resort Hotel,1,15,2016,September,38,13,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,129.0,0,1,0
8132,Resort Hotel,1,193,2016,September,38,13,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,149.0,0,0,0
8133,Resort Hotel,1,251,2016,September,38,13,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,77.4,0,3,0
8134,Resort Hotel,0,334,2016,September,38,13,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,69.43,0,0,0
8135,Resort Hotel,1,239,2016,September,38,13,2,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,0,Transient,98.0,0,1,0
8136,Resort Hotel,0,356,2016,September,38,13,2,8,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Transient,90.9,0,0,0
8137,Resort Hotel,1,0,2016,September,38,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,0,Transient,8.0,0,0,0
8138,Resort Hotel,1,0,2016,September,38,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,Transient,8.0,0,0,0
8139,Resort Hotel,1,0,2016,September,38,14,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,86.0,0,0,0
8140,Resort Hotel,1,36,2016,September,38,14,0,2,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,194.0,0,0,0
8141,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,D,1,No Deposit,201,0,Transient-Party,59.4,0,0,1
8142,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,No Deposit,201,0,Transient-Party,61.4,0,0,1
8143,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,201,0,Transient-Party,61.4,0,0,0
8144,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,0,No Deposit,201,0,Transient-Party,61.4,0,0,1
8145,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,D,0,No Deposit,201,0,Transient,59.4,0,0,1
8146,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,C,1,No Deposit,201,0,Transient-Party,61.4,0,0,1
8147,Resort Hotel,1,193,2016,September,38,14,1,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,0,Transient,134.0,0,1,0
8148,Resort Hotel,0,229,2016,September,38,14,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,I,0,No Deposit,240,0,Transient,114.0,0,1,1
8149,Resort Hotel,0,335,2016,September,38,14,1,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,76.4,1,0,0
8150,Resort Hotel,0,335,2016,September,38,14,1,4,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,5,No Deposit,0,0,Transient-Party,66.0,1,0,0
8151,Resort Hotel,0,335,2016,September,38,14,2,4,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,3,No Deposit,0,0,Transient-Party,68.0,1,0,0
8152,Resort Hotel,0,335,2016,September,38,14,2,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,71.0,1,0,0
8153,Resort Hotel,0,335,2016,September,38,14,2,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,68.0,0,0,0
8154,Resort Hotel,0,335,2016,September,38,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,78.0,1,0,0
8155,Resort Hotel,0,327,2016,September,38,14,0,4,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,D,1,No Deposit,201,0,Transient-Party,61.4,0,0,1
8156,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,66.0,0,0,0
8157,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,66.0,0,0,1
8158,Resort Hotel,0,336,2016,September,38,15,0,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,60.0,0,0,0
8159,Resort Hotel,1,130,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164.0,0,0,0
8160,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,68.0,0,0,1
8161,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,66.0,0,0,0
8162,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,70.0,0,0,1
8163,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,0,No Deposit,0,0,Transient-Party,74.0,0,0,1
8164,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,78.0,1,0,1
8165,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,68.0,0,0,0
8166,Resort Hotel,1,336,2016,September,38,15,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,66.0,0,0,0
8167,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,74.0,0,0,1
8168,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,74.0,1,0,1
8169,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,66.0,0,0,0
8170,Resort Hotel,0,336,2016,September,38,15,0,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,60.0,0,0,0
8171,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,E,0,No Deposit,0,0,Transient-Party,66.0,0,0,1
8172,Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,0,0,Transient-Party,74.0,0,0,0
8173,Resort Hotel,1,130,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164.0,0,0,0
8174,Resort Hotel,0,336,2016,September,38,15,1,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,62.0,0,0,0
8175,Resort Hotel,0,336,2016,September,38,15,1,3,3,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,C,1,No Deposit,0,0,Transient-Party,110.5,0,0,1
8176,Resort Hotel,0,336,2016,September,38,15,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,66.0,0,0,0
8177,Resort Hotel,0,336,2016,September,38,15,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,66.0,0,0,0
8178,Resort Hotel,0,336,2016,September,38,15,1,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,60.0,0,0,0
8179,Resort Hotel,1,51,2016,September,38,15,1,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,Transient,189.25,0,1,0
8180,Resort Hotel,0,336,2016,September,38,15,1,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,60.0,0,0,0
8181,Resort Hotel,0,336,2016,September,38,15,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,68.0,0,0,0
8182,Resort Hotel,0,336,2016,September,38,15,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,68.0,0,0,0
8183,Resort Hotel,1,336,2016,September,38,15,1,3,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,60.0,0,0,0
8184,Resort Hotel,0,336,2016,September,38,15,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,68.0,0,0,0
8185,Resort Hotel,0,336,2016,September,38,15,2,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,60.0,0,0,0
8186,Resort Hotel,0,336,2016,September,38,15,2,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,73.2,0,0,0
8187,Resort Hotel,0,336,2016,September,38,15,2,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,0,Transient-Party,66.0,0,0,0
8188,Resort Hotel,0,336,2016,September,38,15,2,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,73.2,0,0,0
8189,Resort Hotel,0,336,2016,September,38,15,2,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,60.0,0,0,0
8190,Resort Hotel,0,336,2016,September,38,15,2,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,0,Transient-Party,60.0,1,0,0
8191,Resort Hotel,0,370,2016,September,38,15,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,0,Contract,78.5,0,3,0
8192,Resort Hotel,1,261,2016,September,38,16,1,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,110.0,0,2,0
8193,Resort Hotel,1,246,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,99.0,0,1,0
8194,Resort Hotel,1,261,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,110.0,0,2,0
8195,Resort Hotel,1,261,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,Transient,72.0,0,2,0
8196,Resort Hotel,0,363,2016,September,38,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Transient,64.9,0,0,0
8197,Resort Hotel,1,170,2016,September,38,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,0,Transient,90.0,0,0,0
8198,Resort Hotel,0,350,2016,September,38,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Transient,53.85,0,0,0
8199,Resort Hotel,0,338,2016,September,38,16,2,5,2,0.0,0,HB,EST,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,171,0,Transient,96.4,0,0,1
8200,Resort Hotel,0,394,2016,September,38,16,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,40,0,Contract,92.9,0,0,0
8201,Resort Hotel,1,242,2016,September,38,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,80.0,0,1,0
8202,Resort Hotel,1,170,2016,September,38,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,0,Transient,76.0,0,0,0
8203,Resort Hotel,1,255,2016,September,38,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,0,Transient,64.98,0,1,0
8204,Resort Hotel,1,347,2016,September,38,16,4,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,0,Transient,221.07,0,0,0
8205,Resort Hotel,1,7,2016,September,38,17,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,155.0,0,0,0
